Wavelength,Flux,BestFit,SkyFlux
4590.923,9.102,9.942,6.213
4591.980,9.794,9.979,6.100
4593.038,8.614,9.938,5.967
4594.095,10.447,9.797,5.692
4595.154,8.000,9.560,6.315
4596.212,8.303,9.382,6.532
4597.269,9.837,9.250,6.086
4598.329,8.180,9.171,5.878
4599.387,9.691,9.188,6.243
4600.447,8.980,9.279,6.295
4601.506,8.528,9.335,5.883
4602.567,9.126,9.437,5.600
4603.626,9.997,9.614,5.808
4604.685,11.020,9.790,5.971
4605.747,10.293,9.939,6.054
4606.806,8.930,10.077,6.073
4607.868,8.239,10.190,5.952
4608.928,11.227,10.217,6.076
4609.991,9.734,10.144,6.178
4611.052,10.261,10.143,6.071
4612.113,12.876,10.172,5.977
4613.176,9.792,10.091,6.037
4614.237,9.758,9.930,5.870
4615.301,10.569,9.833,5.802
4616.363,10.319,9.896,5.935
4617.428,9.992,9.942,5.965
4618.490,10.476,10.025,5.900
4619.552,10.830,10.232,5.911
4620.618,10.877,10.376,6.142
4621.681,11.148,10.419,6.358
4622.746,10.207,10.221,6.484
4623.810,9.453,9.998,6.550
4624.876,10.649,9.705,6.395
4625.940,6.711,9.226,6.253
4627.004,9.009,8.765,6.154
4628.071,6.980,8.556,6.175
4629.136,9.012,8.563,6.097
4630.203,6.648,8.807,6.240
4631.268,7.562,9.246,6.429
4632.336,7.404,9.710,6.385
4633.402,9.495,9.955,6.305
4634.468,9.440,9.981,6.129
4635.537,10.856,9.955,5.956
4636.603,10.064,9.927,5.893
4637.672,8.982,9.876,5.912
4638.739,9.951,9.821,5.973
4639.809,9.736,9.824,6.095
4640.876,10.095,9.746,6.254
4641.944,10.922,9.851,6.403
4643.014,8.209,10.062,6.733
4644.082,9.246,10.203,6.391
4645.153,12.165,10.247,5.955
4646.222,8.876,10.358,5.905
4647.293,11.317,10.489,5.921
4648.362,11.071,10.552,5.678
4649.432,9.020,10.482,6.077
4650.504,9.894,10.288,6.224
4651.574,9.335,10.065,5.785
4652.646,10.516,9.920,5.821
4653.717,10.284,9.763,6.253
4654.790,10.691,9.728,6.249
4655.861,9.799,9.685,6.197
4656.934,8.674,9.667,6.263
4658.006,10.186,9.753,6.685
4659.077,10.592,9.828,7.262
4660.152,8.955,9.884,7.592
4661.224,9.850,9.937,7.964
4662.299,9.966,9.940,7.885
4663.371,9.533,9.856,7.173
4664.446,10.693,9.733,7.155
4665.520,8.965,9.717,7.259
4666.593,9.032,9.835,7.373
4667.669,8.343,10.063,7.170
4668.743,7.815,10.300,7.155
4669.819,11.555,10.484,7.583
4670.894,10.644,10.595,7.884
4671.971,9.328,10.596,7.982
4673.046,8.772,10.372,7.925
4674.121,9.871,10.042,7.850
4675.198,10.291,9.685,7.773
4676.274,10.503,9.372,7.648
4677.352,9.897,9.122,7.499
4678.428,7.773,8.923,7.410
4679.507,8.343,8.996,6.999
4680.584,8.100,9.092,6.693
4681.660,7.353,9.272,7.196
4682.740,8.281,9.593,7.476
4683.817,11.345,9.926,7.106
4684.897,9.086,10.041,6.788
4685.975,9.288,10.065,7.071
4687.056,7.821,9.999,6.790
4688.134,10.807,9.930,6.783
4689.212,9.824,9.914,6.742
4690.294,8.944,9.894,6.566
4691.373,10.629,9.775,6.541
4692.454,9.538,9.758,6.636
4693.534,8.872,9.624,6.525
4694.616,8.544,9.445,6.494
4695.696,7.882,9.306,6.613
4696.777,9.155,9.182,6.805
4697.860,9.877,9.032,6.716
4698.940,8.839,9.029,6.209
4700.024,9.172,9.168,6.139
4701.105,8.304,9.324,6.385
4702.189,10.407,9.385,6.403
4703.271,9.133,9.327,6.009
4704.353,10.743,9.205,6.026
4705.438,10.913,8.965,6.122
4706.520,10.536,8.641,6.015
4707.606,8.735,8.365,6.382
4708.689,8.672,8.116,6.375
4709.774,7.326,7.913,6.419
4710.858,7.588,7.944,6.660
4711.942,7.470,7.972,6.317
4713.028,8.359,7.924,6.159
4714.112,7.204,7.936,6.444
4715.199,6.805,7.948,6.531
4716.284,7.490,7.852,6.271
4717.372,6.609,7.768,6.184
4718.457,6.483,7.797,6.520
4719.542,7.429,7.911,6.855
4720.631,7.148,8.168,6.951
4721.717,7.629,8.543,6.613
4722.805,8.219,8.921,6.135
4723.892,10.072,9.259,6.182
4724.981,10.439,9.768,6.426
4726.068,8.403,10.190,6.522
4727.155,9.936,10.626,6.596
4728.246,11.378,10.920,6.722
4729.333,11.400,10.904,6.578
4730.424,13.130,10.813,6.682
4731.512,12.027,10.599,6.448
4732.603,10.000,10.285,6.169
4733.692,9.434,9.876,6.370
4734.781,8.277,9.458,6.765
4735.873,8.831,9.174,6.859
4736.962,8.752,9.129,6.593
4738.054,8.876,9.287,6.685
4739.144,9.666,9.660,7.023
4740.237,9.037,10.041,6.965
4741.328,9.785,10.270,7.030
4742.421,11.636,10.378,7.273
4743.512,11.924,10.509,7.212
4744.603,10.236,10.445,7.400
4745.697,6.671,10.529,7.640
4746.789,8.565,10.433,6.893
4747.884,10.742,10.052,6.058
4748.976,8.583,9.660,6.256
4750.071,10.484,9.527,6.432
4751.164,10.050,9.505,6.471
4752.257,8.152,9.771,6.547
4753.353,10.380,10.009,6.633
4754.446,9.439,9.922,6.694
4755.543,8.590,9.613,6.416
4756.637,9.740,9.536,6.104
4757.734,9.545,9.557,6.027
4758.828,9.967,9.806,5.935
4759.923,11.709,10.074,6.027
4761.020,10.582,10.229,6.247
4762.116,9.580,10.280,6.065
4763.214,10.889,10.243,5.916
4764.310,10.102,10.100,5.910
4765.408,10.184,9.855,5.774
4766.504,9.317,9.748,5.707
4767.601,8.966,9.860,5.871
4768.700,10.624,10.078,5.907
4769.797,11.229,10.276,5.530
4770.897,10.376,10.498,5.757
4771.995,8.156,10.617,5.943
4773.095,11.316,10.605,5.583
4774.193,9.426,10.639,6.067
4775.292,8.621,10.828,6.222
4776.393,11.538,10.977,5.806
4777.492,11.965,11.089,5.916
4778.593,11.860,11.204,6.384
4779.693,11.405,11.256,6.541
4780.795,10.838,11.166,6.562
4781.895,10.509,10.974,6.245
4782.995,10.656,10.848,5.835
4784.098,10.407,10.702,5.756
4785.198,10.875,10.608,5.853
4786.302,11.531,10.541,5.974
4787.403,10.880,10.484,6.061
4788.507,10.496,10.400,5.998
4789.608,10.592,10.226,5.880
4790.710,12.169,10.136,5.508
4791.815,10.411,10.204,5.740
4792.917,9.886,10.366,6.118
4794.022,9.658,10.442,6.060
4795.125,11.016,10.370,6.200
4796.231,10.143,10.315,5.896
4797.334,10.224,10.090,5.982
4798.438,9.777,9.624,6.035
4799.545,9.917,9.215,5.951
4800.649,7.758,8.976,6.004
4801.756,9.014,8.925,6.177
4802.860,8.299,9.177,6.361
4803.968,8.490,9.438,6.161
4805.073,8.748,9.689,6.299
4806.178,9.225,9.823,6.244
4807.287,9.119,9.929,6.074
4808.393,10.248,10.099,6.039
4809.501,10.170,10.180,6.084
4810.608,8.923,10.230,6.033
4811.717,9.810,10.324,6.058
4812.824,10.355,10.411,5.939
4813.931,10.368,10.543,6.041
4815.041,11.462,10.700,6.559
4816.149,12.596,10.663,6.705
4817.260,12.474,10.669,6.690
4818.368,11.034,10.542,6.980
4819.479,9.914,10.379,6.875
4820.588,11.355,10.272,6.719
4821.697,9.152,10.170,7.520
4822.809,9.233,9.963,7.348
4823.918,8.687,9.786,6.853
4825.030,9.581,9.849,6.741
4826.140,8.817,9.996,6.759
4827.253,9.746,10.139,7.095
4828.364,11.019,10.357,6.928
4829.477,10.570,10.698,6.751
4830.588,11.311,10.878,6.842
4831.699,12.039,10.965,6.772
4832.814,11.643,10.902,6.564
4833.925,8.982,10.740,6.849
4835.040,9.358,10.619,6.871
4836.152,11.181,10.598,6.772
4837.268,10.885,10.659,6.676
4838.380,10.668,10.889,6.437
4839.493,9.976,11.057,6.717
4840.609,9.654,11.107,7.165
4841.723,10.833,11.095,6.647
4842.840,12.597,10.972,6.416
4843.954,10.758,10.867,6.735
4845.071,11.107,10.884,6.692
4846.185,10.523,10.910,6.320
4847.300,10.149,10.889,6.584
4848.418,8.707,10.867,7.083
4849.533,9.771,10.892,6.795
4850.652,11.292,10.902,6.026
4851.767,11.612,10.867,5.923
4852.886,11.407,10.806,6.270
4854.003,10.968,10.740,6.248
4855.119,9.508,10.644,6.333
4856.239,10.057,10.498,5.879
4857.356,11.193,10.564,5.447
4858.476,12.613,10.739,5.457
4859.594,10.626,10.969,5.395
4860.714,11.897,11.158,5.484
4861.833,13.075,11.221,6.071
4862.951,11.975,11.180,6.489
4864.072,11.843,11.005,6.185
4865.191,11.290,10.964,5.658
4866.313,10.542,11.019,5.668
4867.433,11.050,11.159,5.905
4868.555,11.072,11.342,5.956
4869.675,11.103,11.396,6.018
4870.796,11.941,11.566,6.058
4871.919,13.093,11.570,5.720
4873.039,11.683,11.461,5.681
4874.163,9.313,11.367,5.813
4875.284,10.545,11.271,5.792
4876.409,11.416,11.007,5.907
4877.531,10.114,10.682,5.870
4878.653,11.610,10.539,5.993
4879.778,7.813,10.455,6.616
4880.900,9.768,10.375,6.788
4882.026,11.564,10.325,6.604
4883.149,10.737,10.255,6.207
4884.275,12.170,10.233,6.113
4885.398,9.927,10.265,6.508
4886.522,9.331,10.437,6.333
4887.649,12.124,10.641,6.056
4888.774,9.328,10.745,6.030
4889.901,10.204,10.851,6.025
4891.026,10.686,10.908,6.157
4892.154,11.331,10.911,6.191
4893.279,10.677,10.880,6.189
4894.405,10.362,10.941,6.398
4895.533,11.123,11.157,6.627
4896.660,11.245,11.371,6.679
4897.789,11.463,11.544,6.658
4898.916,11.606,11.646,6.423
4900.045,12.118,11.764,6.124
4901.172,12.870,11.900,5.920
4902.300,11.859,11.960,6.178
4903.430,11.289,11.849,6.322
4904.558,11.700,11.621,6.190
4905.689,10.760,11.452,6.313
4906.818,11.361,11.232,6.539
4907.950,11.970,11.118,6.447
4909.079,12.248,11.292,6.120
4910.208,11.672,11.516,6.068
4911.340,11.295,11.739,5.997
4912.470,13.060,11.838,6.130
4913.603,14.458,11.825,6.093
4914.733,11.380,11.687,5.783
4915.867,11.633,11.481,6.475
4916.997,10.939,11.423,6.762
4918.131,12.407,11.372,6.402
4919.263,13.358,11.369,6.091
4920.394,12.132,11.395,5.438
4921.529,12.197,11.359,5.185
4922.661,10.413,11.258,5.470
4923.796,11.070,11.285,5.739
4924.929,13.092,11.469,5.967
4926.065,13.353,11.607,6.174
4927.198,13.020,11.757,6.133
4928.331,11.469,11.881,6.052
4929.468,10.458,11.921,6.361
4930.602,12.067,12.038,6.433
4931.739,13.448,12.341,6.151
4932.873,13.283,12.545,6.156
4934.011,14.244,12.544,6.153
4935.146,13.409,12.442,5.974
4936.281,11.704,12.378,6.057
4937.420,14.259,12.352,6.380
4938.556,12.808,12.261,6.408
4939.694,12.442,12.233,6.188
4940.831,13.424,12.195,5.916
4941.970,12.989,12.082,6.084
4943.107,11.620,11.937,6.342
4944.244,11.300,11.860,6.440
4945.384,11.592,11.836,6.356
4946.522,13.684,11.807,6.045
4947.663,12.254,11.808,5.986
4948.801,11.357,11.840,6.358
4949.942,11.376,11.885,6.687
4951.081,12.077,11.947,6.406
4952.220,12.418,11.892,6.293
4953.362,10.820,11.719,6.783
4954.501,11.668,11.507,7.013
4955.644,12.900,11.247,6.674
4956.784,9.439,10.946,6.305
4957.927,9.657,10.744,5.991
4959.067,9.381,10.599,5.886
4960.208,9.891,10.549,6.103
4961.352,10.557,10.615,6.617
4962.493,9.404,10.709,6.581
4963.638,10.454,10.738,6.406
4964.779,11.834,10.744,6.688
4965.924,9.481,10.775,7.069
4967.067,10.367,11.019,7.190
4968.209,10.206,11.306,7.323
4969.355,10.360,11.530,7.068
4970.498,11.634,11.672,6.980
4971.644,11.344,11.662,7.255
4972.788,13.149,11.645,7.669
4973.935,13.152,11.691,8.139
4975.079,10.966,11.658,8.330
4976.224,11.799,11.550,8.315
4977.371,11.444,11.490,8.564
4978.516,11.102,11.488,9.070
4979.664,11.325,11.413,9.480
4980.810,11.056,11.298,10.053
4981.958,12.602,11.259,10.423
4983.104,10.620,11.273,10.552
4984.251,11.188,11.280,10.271
4985.400,9.381,11.339,10.429
4986.547,11.464,11.348,10.300
4987.697,11.529,11.421,10.274
4988.844,12.116,11.583,9.721
4989.995,12.318,11.779,9.717
4991.143,12.476,11.960,8.560
4992.291,12.067,12.112,8.731
4993.442,11.920,12.128,8.573
4994.591,12.244,12.190,8.192
4995.743,10.918,12.174,8.096
4996.892,11.690,12.018,7.720
4998.044,13.565,11.859,7.101
4999.194,11.243,11.877,7.279
5000.344,11.465,11.910,7.005
5001.497,11.278,12.046,6.399
5002.648,11.624,12.119,6.656
5003.801,12.700,12.139,6.356
5004.952,12.704,12.145,6.462
5006.106,10.871,11.969,6.549
5007.258,10.867,11.999,6.298
5008.413,12.445,12.075,6.180
5009.565,11.681,12.106,6.385
5010.717,11.107,12.097,6.484
5011.873,11.099,12.061,6.318
5013.026,11.885,11.965,5.859
5014.182,11.635,11.814,5.849
5015.335,10.784,11.615,6.148
5016.492,11.935,11.503,6.130
5017.646,11.342,11.473,6.128
5018.800,10.242,11.445,6.073
5019.958,10.695,11.466,6.097
5021.112,9.672,11.554,6.395
5022.270,10.125,11.597,6.390
5023.426,12.734,11.731,6.061
5024.584,13.919,11.889,5.707
5025.740,12.104,11.919,5.722
5026.896,10.742,11.902,5.901
5028.055,12.844,11.751,5.714
5029.212,11.411,11.666,5.935
5030.372,11.969,11.635,5.956
5031.529,11.576,11.554,5.910
5032.689,11.494,11.454,6.187
5033.847,12.279,11.547,6.072
5035.005,12.840,11.627,6.177
5036.166,10.746,11.659,6.139
5037.325,11.230,11.636,5.904
5038.486,11.220,11.629,5.703
5039.645,13.908,11.716,5.418
5040.807,12.242,11.834,5.482
5041.967,11.917,11.809,5.438
5043.127,12.375,11.885,5.468
5044.290,11.295,12.040,5.943
5045.450,12.689,12.185,6.035
5046.614,12.562,12.305,5.788
5047.775,12.826,12.432,5.788
5048.939,13.232,12.452,5.846
5050.100,11.925,12.430,5.809
5051.262,13.645,12.366,5.847
5052.427,12.500,12.306,5.830
5053.589,11.945,12.318,5.855
5054.754,11.826,12.384,5.925
5055.917,12.246,12.422,5.773
5057.083,13.809,12.356,5.824
5058.247,12.719,12.329,6.048
5059.410,12.947,12.377,5.941
5060.577,12.673,12.416,5.945
5061.741,10.835,12.421,5.902
5062.908,14.060,12.434,6.120
5064.073,12.773,12.370,6.220
5065.241,13.427,12.371,6.148
5066.406,12.967,12.383,6.180
5067.572,11.467,12.309,6.075
5068.740,12.171,12.313,6.133
5069.906,12.013,12.222,6.223
5071.075,11.783,12.232,6.362
5072.242,12.049,12.242,6.582
5073.412,11.354,12.152,6.322
5074.579,11.303,12.014,5.900
5075.746,11.684,11.941,5.956
5076.917,11.716,11.880,6.054
5078.084,12.191,11.823,5.960
5079.255,12.211,11.727,5.992
5080.424,11.508,11.648,5.976
5081.595,12.244,11.645,6.127
5082.764,13.556,11.637,6.530
5083.934,12.698,11.685,7.163
5085.106,11.861,11.645,7.796
5086.276,12.686,11.459,7.824
5087.449,12.672,11.265,7.977
5088.619,11.109,11.208,7.927
5089.793,11.333,11.212,7.116
5090.964,12.614,11.271,6.736
5092.135,11.831,11.393,6.586
5093.309,12.502,11.569,6.032
5094.481,13.059,11.719,5.819
5095.655,12.682,11.741,5.784
5096.828,12.067,11.658,5.962
5098.003,10.768,11.723,6.409
5099.176,11.909,11.783,6.201
5100.352,13.329,11.925,6.048
5101.525,12.037,12.134,6.321
5102.699,11.119,12.238,6.490
5103.875,11.377,12.143,6.216
5105.049,12.121,12.055,6.182
5106.227,13.134,11.875,5.883
5107.401,11.189,11.629,5.623
5108.579,11.932,11.380,5.582
5109.754,10.245,11.151,5.707
5110.930,8.340,10.940,6.016
5112.108,9.357,10.861,6.015
5113.284,9.943,11.007,5.737
5114.463,11.152,11.247,5.937
5115.640,10.591,11.454,5.874
5116.820,11.961,11.603,5.719
5117.997,11.573,11.711,6.268
5119.174,12.223,11.685,6.055
5120.355,11.570,11.739,5.999
5121.533,11.128,11.774,6.020
5122.714,11.621,11.724,5.673
5123.892,11.274,11.647,5.607
5125.074,11.678,11.590,5.862
5126.253,11.226,11.522,5.747
5127.432,12.337,11.575,5.562
5128.614,13.575,11.697,5.265
5129.794,12.369,11.796,5.545
5130.977,11.808,11.837,5.695
5132.157,10.742,11.849,5.915
5133.341,10.205,11.842,6.240
5134.522,10.231,11.805,6.107
5135.703,11.519,11.779,6.177
5136.887,12.213,11.743,6.478
5138.069,9.829,11.685,6.374
5139.254,12.275,11.710,6.164
5140.436,10.890,11.750,5.826
5141.621,13.462,11.752,5.602
5142.804,13.207,11.743,5.763
5143.987,10.740,11.696,5.737
5145.174,11.875,11.549,6.047
5146.357,12.308,11.352,6.145
5147.544,11.197,11.332,5.958
5148.728,12.488,11.302,6.446
5149.915,11.339,11.255,6.822
5151.100,10.963,11.226,7.070
5152.285,11.161,11.245,7.230
5153.473,8.618,11.334,7.359
5154.659,11.980,11.305,7.627
5155.847,10.433,11.317,8.030
5157.034,12.497,11.397,7.822
5158.223,11.005,11.485,7.052
5159.409,11.031,11.552,6.847
5160.596,10.527,11.632,6.632
5161.786,11.490,11.628,6.101
5162.974,12.060,11.646,6.008
5164.164,11.796,11.785,5.870
5165.352,11.677,11.965,6.065
5166.544,12.525,12.090,5.625
5167.732,12.094,12.262,5.129
5168.921,12.575,12.351,4.997
5170.113,11.836,12.370,5.023
5171.302,11.271,12.377,5.301
5172.495,12.560,12.352,5.114
5173.685,11.772,12.260,4.719
5174.878,12.795,12.164,4.869
5176.068,11.378,11.992,5.499
5177.259,12.260,11.672,5.768
5178.453,10.330,11.450,6.057
5179.644,9.853,11.393,6.291
5180.838,10.764,11.408,5.957
5182.030,10.602,11.526,5.707
5183.225,12.777,11.680,5.339
5184.418,11.797,11.783,4.704
5185.610,11.640,11.824,4.637
5186.806,11.353,11.857,5.106
5187.999,10.807,11.928,6.173
5189.196,11.721,11.995,6.897
5190.389,12.581,12.004,6.677
5191.586,12.717,12.035,6.171
5192.781,12.585,12.097,5.780
5193.978,10.599,12.150,5.543
5195.173,12.331,12.170,5.702
5196.368,11.794,12.218,5.782
5197.566,12.317,12.425,6.179
5198.762,11.813,12.411,7.121
5199.961,11.199,12.306,7.683
5201.157,12.541,12.324,7.689
5202.357,12.422,12.397,7.545
5203.553,13.256,12.220,7.206
5204.750,13.000,12.119,7.130
5205.951,11.319,12.010,6.592
5207.148,12.840,11.901,5.575
5208.349,10.581,11.911,5.299
5209.547,12.167,12.005,5.686
5210.748,12.182,11.914,6.278
5211.947,11.589,12.036,6.581
5213.146,11.022,11.947,6.467
5214.348,12.582,11.757,6.345
5215.548,10.751,11.589,6.034
5216.751,10.047,11.448,5.821
5217.951,10.170,11.419,5.902
5219.154,11.342,11.411,6.251
5220.355,11.602,11.472,6.583
5221.556,10.217,11.581,6.621
5222.760,10.798,11.707,6.351
5223.961,11.728,11.844,6.629
5225.166,11.216,11.981,7.098
5226.368,11.612,12.028,6.831
5227.573,11.043,12.107,5.920
5228.776,12.070,12.212,5.388
5229.978,12.021,12.266,5.692
5231.184,11.251,12.249,6.032
5232.388,13.879,12.252,5.929
5233.594,11.876,12.254,6.116
5234.798,11.333,12.199,6.184
5236.006,11.908,12.033,5.914
5237.210,11.811,11.886,5.959
5238.415,13.959,11.869,6.380
5239.623,12.074,11.803,7.226
5240.828,10.663,11.787,7.501
5242.037,10.447,11.763,7.081
5243.243,9.908,11.804,6.329
5244.452,11.337,11.889,5.769
5245.658,11.435,11.915,5.816
5246.865,12.014,11.942,5.913
5248.075,12.998,12.203,5.651
5249.282,13.384,12.393,5.930
5250.493,11.260,12.462,6.371
5251.701,12.635,12.509,6.552
5252.912,12.061,12.509,6.254
5254.120,11.217,12.273,6.027
5255.329,12.762,12.247,6.384
5256.541,11.578,12.217,7.177
5257.750,12.098,12.177,7.739
5258.962,11.261,12.222,7.421
5260.172,11.358,12.305,6.787
5261.385,11.470,12.208,6.242
5262.595,10.634,12.146,5.944
5263.806,10.596,11.996,5.461
5265.020,11.207,11.901,5.418
5266.231,11.375,11.961,5.256
5267.446,11.666,12.060,5.141
5268.657,12.003,12.015,5.330
5269.872,12.538,12.098,5.271
5271.085,11.593,12.196,5.215
5272.297,12.421,12.235,5.676
5273.513,12.120,12.272,5.934
5274.726,12.987,12.368,5.956
5275.942,12.270,12.451,6.615
5277.156,13.057,12.505,6.944
5278.373,12.731,12.396,6.836
5279.587,11.729,12.281,6.784
5280.805,12.166,12.202,6.167
5282.020,11.047,12.062,6.158
5283.235,12.260,11.919,5.757
5284.453,11.292,11.979,5.645
5285.669,11.250,11.997,5.745
5286.888,12.492,12.031,5.902
5288.104,11.660,12.025,6.189
5289.323,11.640,11.892,6.321
5290.540,12.168,11.867,6.454
5291.757,10.576,11.896,6.454
5292.977,10.834,11.900,6.474
5294.195,11.833,11.922,6.407
5295.416,12.826,11.962,6.602
5296.634,9.457,11.960,6.399
5297.856,11.806,11.892,6.221
5299.074,12.607,11.808,6.493
5300.293,12.451,11.756,6.441
5301.516,11.077,11.729,6.705
5302.735,11.212,11.719,6.339
5303.958,11.910,11.722,6.124
5305.178,12.425,11.727,6.362
5306.402,11.192,11.782,6.439
5307.622,12.486,11.808,6.372
5308.843,11.811,11.777,6.260
5310.067,11.626,11.701,6.478
5311.289,10.115,11.621,6.620
5312.514,12.038,11.582,6.525
5313.736,9.705,11.486,7.099
5314.961,11.203,11.264,7.293
5316.184,11.882,11.014,6.607
5317.407,10.690,10.808,6.305
5318.633,10.112,10.670,6.295
5319.857,10.844,10.753,6.468
5321.083,10.050,11.516,6.502
5322.308,12.525,12.784,6.690
5323.535,13.077,13.559,6.696
5324.760,11.724,13.207,6.475
5325.985,12.192,11.997,6.516
5327.213,10.061,10.964,6.532
5328.438,10.081,10.717,6.169
5329.667,11.885,10.657,5.865
5330.893,10.836,10.645,6.203
5332.122,10.123,10.706,6.689
5333.349,10.845,10.747,6.777
5334.576,11.110,10.652,6.687
5335.806,11.028,10.766,6.592
5337.033,10.016,10.871,6.555
5338.264,9.846,11.023,6.730
5339.492,11.240,11.211,6.681
5340.724,13.136,11.350,6.375
5341.952,11.955,11.522,6.265
5343.181,11.721,11.658,6.401
5344.413,11.677,11.662,6.633
5345.643,12.757,11.586,6.505
5346.875,11.500,11.531,6.460
5348.105,12.030,11.502,6.450
5349.339,12.038,11.351,6.666
5350.569,10.932,11.198,6.945
5351.800,10.717,11.160,7.239
5353.034,10.336,11.150,6.964
5354.266,11.257,11.119,6.239
5355.500,9.820,11.119,6.459
5356.732,11.379,11.220,6.966
5357.968,10.327,11.510,7.217
5359.200,11.391,11.840,7.226
5360.433,11.970,12.157,6.863
5361.669,11.872,12.385,6.482
5362.903,12.307,12.464,6.310
5364.139,12.328,12.470,6.096
5365.373,11.993,12.314,5.939
5366.611,11.859,12.187,6.041
5367.845,13.778,12.182,6.222
5369.080,12.731,12.193,5.978
5370.318,10.893,12.148,6.234
5371.554,11.584,12.241,6.310
5372.792,12.456,12.285,6.038
5374.028,12.298,12.214,6.099
5375.268,10.993,12.040,6.342
5376.504,11.314,11.871,6.793
5377.744,9.912,11.805,6.878
5378.981,12.117,11.810,6.472
5380.218,11.815,11.982,6.279
5381.459,12.404,11.993,6.409
5382.697,11.440,11.985,6.182
5383.938,11.635,11.939,5.915
5385.177,10.385,11.660,6.120
5386.419,10.113,11.264,6.348
5387.658,10.947,10.941,6.352
5388.897,9.894,10.920,6.221
5390.140,11.582,11.040,6.207
5391.380,11.324,11.194,6.095
5392.623,9.952,11.413,6.318
5393.864,11.382,11.667,6.542
5395.108,12.502,11.946,6.168
5396.349,11.336,12.199,6.281
5397.590,12.341,12.397,6.092
5398.835,11.903,12.470,5.564
5400.077,11.819,12.382,5.820
5401.322,12.086,12.231,6.016
5402.565,12.014,12.007,5.975
5403.810,11.363,11.859,6.083
5405.054,10.885,11.798,5.826
5406.297,11.401,11.700,5.483
5407.544,11.442,11.528,5.629
5408.788,11.349,11.541,5.889
5410.035,11.291,11.720,6.026
5411.280,13.703,11.972,5.835
5412.527,12.530,12.212,5.924
5413.773,11.350,12.379,6.084
5415.018,13.893,12.468,5.972
5416.267,13.165,12.561,5.878
5417.513,11.522,12.640,6.203
5418.762,12.364,12.643,6.610
5420.008,12.754,12.653,6.288
5421.258,13.541,12.687,5.934
5422.505,14.277,12.653,6.015
5423.753,15.371,12.496,5.963
5425.004,12.867,12.402,6.022
5426.252,13.642,12.155,6.126
5427.503,11.100,12.004,6.399
5428.752,12.772,12.049,6.458
5430.003,12.881,12.176,6.271
5431.253,13.080,12.409,6.058
5432.502,11.201,12.455,6.312
5433.755,12.658,12.322,6.165
5435.005,12.763,12.159,6.233
5436.258,11.133,12.036,6.358
5437.509,12.352,11.891,6.346
5438.763,12.056,11.683,6.447
5440.014,12.339,11.699,6.638
5441.265,13.208,11.751,6.844
5442.520,12.054,11.847,6.918
5443.772,11.152,11.971,6.546
5445.027,12.690,12.060,6.372
5446.280,12.277,12.175,6.277
5447.536,12.778,12.162,6.267
5448.789,13.344,12.093,6.365
5450.043,11.826,11.977,6.732
5451.299,11.295,11.817,6.653
5452.553,12.409,11.602,6.601
5453.811,11.581,11.289,6.686
5455.065,10.911,11.096,6.808
5456.323,11.521,10.977,6.529
5457.578,11.234,10.929,6.593
5458.834,11.436,11.032,7.212
5460.093,10.312,11.303,11.417
5461.349,12.844,11.522,23.402
5462.608,11.882,11.614,32.594
5463.865,12.484,11.741,27.228
5465.125,10.974,11.734,15.954
5466.382,12.631,11.676,10.270
5467.640,13.093,11.773,8.073
5468.900,10.475,11.778,7.902
5470.159,12.183,11.726,7.476
5471.420,10.973,11.792,7.574
5472.679,12.649,11.812,7.075
5473.941,10.981,11.681,7.229
5475.200,11.308,11.507,7.272
5476.463,12.698,11.451,6.892
5477.722,11.789,11.429,6.836
5478.982,11.726,11.607,6.708
5480.246,12.031,12.029,6.751
5481.507,13.189,12.624,6.968
5482.771,15.307,13.122,7.061
5484.032,14.576,13.061,7.540
5485.297,13.364,12.564,7.935
5486.558,12.181,11.956,7.695
5487.821,9.439,11.450,7.405
5489.086,9.764,11.099,7.203
5490.349,10.974,10.883,6.795
5491.615,10.092,10.806,7.047
5492.878,10.338,10.805,6.824
5494.145,11.326,10.839,6.775
5495.409,10.715,10.864,7.069
5496.673,10.395,10.928,6.913
5497.941,10.296,11.064,6.877
5499.205,10.751,11.134,6.830
5500.473,11.011,11.183,7.233
5501.739,11.370,11.257,6.986
5503.008,11.439,11.340,7.114
5504.274,12.885,11.376,7.160
5505.540,12.142,11.377,7.142
5506.809,10.235,11.501,7.180
5508.076,13.096,11.640,7.048
5509.346,11.930,11.719,7.101
5510.614,13.024,11.780,7.111
5511.884,11.086,11.823,6.996
5513.152,11.648,11.760,6.891
5514.421,10.022,11.544,7.129
5515.692,10.358,11.333,7.305
5516.961,11.731,11.106,7.837
5518.233,10.996,10.860,7.368
5519.503,10.888,10.708,7.195
5520.776,9.865,10.760,7.635
5522.046,10.402,10.933,7.724
5523.316,11.579,11.239,7.520
5524.590,13.055,11.566,7.303
5525.861,12.268,11.733,7.429
5527.135,11.262,11.714,7.371
5528.406,10.281,11.606,7.272
5529.681,11.634,11.455,6.848
5530.953,12.118,11.422,6.859
5532.226,11.285,11.390,7.047
5533.501,11.109,11.499,6.895
5534.774,12.118,11.728,6.987
5536.051,12.511,11.872,7.106
5537.324,12.366,11.932,6.521
5538.601,12.049,12.076,6.937
5539.875,13.402,12.185,7.281
5541.150,12.338,12.255,7.011
5542.428,12.842,12.250,7.392
5543.703,12.010,12.107,8.383
5544.981,10.991,11.892,8.845
5546.257,11.150,11.674,8.976
